from,to,time
21441,9495,126
24201,24247,97
24201,15507,61
24201,15494,72
24201,24246,110
24201,15535,61
24201,15521,9
21444,9483,54
21444,9484,47
21444,9533,120
16122,13003,36
16122,13004,31
21445,8668,120
21445,8667,82
12617,9229,12
12617,15796,215
12617,15750,123
12617,15751,24
12617,15752,36
12617,17030,123
12617,9353,24
12617,17029,123
12617,224,291
12617,9352,36
12617,17031,49
12617,9219,36
12617,9388,141
12617,25578,194
12617,25579,215
12617,571,291
12617,9228,45
10605,14535,63
11252,1402,93
11252,1403,91
25533,6378,31
25534,6378,31
25534,25532,62
25534,14205,31
25535,6378,31
25535,25532,62
25535,14205,31
25536,17799,111
25536,14205,31
25536,782,186
25536,6378,31
25536,17798,84
25536,25532,62
25536,25533,62
25536,25534,168
25536,25535,62
25536,11603,84
25536,11604,442
25536,25538,31
25536,61,186
25536,17748,84
25537,11604,132
25537,17799,111
25537,14205,31
25537,11856,31
25537,782,186
25537,6378,31
25537,25533,62
25537,25532,62
25537,17798,84
25537,25534,62
25537,25535,62
25537,11603,84
25537,7196,31
25537,25538,31
25537,25536,62
25537,61,186
25537,17748,84
25538,6378,62
25538,14205,62
25538,25532,31
25538,25533,31
25538,25535,31
26609,23,270
26609,662,277
26609,11781,466
26609,5456,582
26609,5457,82
26609,23395,45
26609,8047,123
26609,8048,106
26609,8049,480
26609,8050,466
26609,810,270
26609,23394,82
26609,633,277
26609,634,270
26609,23396,473
26609,19393,21
26609,186,277
26609,187,277
26609,188,270
26609,189,277
26609,11779,68
26609,5471,68
26609,11780,480
26609,5472,460
26609,601,277
26610,23,270
26610,662,277
26610,11781,466
26610,5456,582
26610,5457,82
26610,23395,45
26610,8047,123
26610,8048,106
26610,8049,480
26610,8050,466
26610,810,270
26610,23394,82
26610,633,277
26610,634,270
26610,23396,473
26610,19393,21
26610,186,277
26610,187,277
26610,188,270
26610,189,277
26610,11779,68
26610,5471,68
26610,11780,480
26610,5472,460
26610,601,277
25539,15854,45
25539,23823,119
25539,23824,139
25539,15855,35
25540,7631,170
25540,8283,61
25540,534,340
25540,9132,74
25540,13798,138
25540,8282,63
25540,13797,84
25540,8284,62
25540,7630,239
25540,9131,30
25540,11436,62
25540,11482,84
25540,11483,62
25540,314,340
25540,7071,30
25540,11484,138
25540,8363,137
25540,7628,74
25540,7629,60
25540,7016,117
25541,7631,171
25541,8283,102
25541,534,381
25541,9132,35
25541,13798,139
25541,8282,105
25541,13797,50
25541,8284,63
25541,7630,181
25541,9131,68
25541,11436,68
25541,11482,50
25541,11483,68
25541,314,381
25541,7071,68
25541,11484,139
25541,8363,79
25541,7628,35
25541,7629,27
25541,7016,155
25542,7017,77
25542,239,529
25542,379,279
25542,9155,490
25542,13796,489
25542,9133,558
25542,586,529
25542,11480,489
25542,11481,471
25542,11437,471
25542,534,230
25542,314,230
25542,425,279
25542,7626,490
25542,7627,471
25542,7016,82
25543,11438,29
25543,11476,191
25543,13794,275
25543,11478,49
25543,11479,29
25543,7624,48
25543,7625,29
25543,11553,95
25543,741,799
25543,10970,289
25543,10971,289
25543,239,198
25543,14313,1042
25543,750,319
25543,14315,289
25543,14316,289
25543,9154,48
25543,13795,48
25543,586,198
25543,14317,185
25543,81,799
25543,11439,95
25543,11440,190
25543,5533,104
25543,90,319
25544,11438,84
25544,11476,95
25544,13794,172
25544,11478,95
25544,11479,84
25544,11477,172
25544,7624,82
25544,7625,84
25544,11553,82
25544,741,734
25544,10970,154
25544,10971,154
25544,239,257
25544,14313,977
25544,750,254
25544,14315,154
25544,14316,154
25544,14317,90
25544,13795,82
25544,9153,102
25544,586,257
25544,9154,82
25544,81,734
25544,11439,82
25544,11440,95
25544,5532,186
25544,5533,41
25544,5534,164
25544,5535,90
25544,90,254
25545,11473,103
25545,11474,83
25545,11441,179
25545,13792,185
25546,11438,374
25546,11475,190
25546,11476,168
25546,11477,158
25546,7622,95
25546,7623,95
25546,11553,290
25546,741,706
25546,10970,186
25546,10971,186
25546,239,520
25546,14313,949
25546,750,226
25546,14315,186
25546,14316,186
25546,14317,200
25546,13795,372
25546,13793,190
25546,586,520
25546,13794,158
25546,81,706
25546,11439,263
25546,11440,168
25546,5534,168
25546,5535,200
25546,90,226
25547,11473,20
25547,11441,97
25547,13792,102
25548,11474,20
25548,11441,76
25548,13792,82
25549,11471,100
13645,3713,43
13645,3710,81
13645,3770,43
25557,16566,31
25558,16567,31
25559,16564,23
25559,9091,66
25559,9092,27
25559,11463,27
25559,11464,66
25560,9091,70
25560,16565,23
25560,9092,50
25560,11463,50
25560,11464,70
25443,16384,25
25443,16302,25
25566,5750,83
25567,5750,66
25567,15739,33
25444,16303,25
25444,16442,25
25569,5723,268
25569,15741,79
25569,15742,137
25569,9099,99
25569,9100,79
25570,5723,192
25570,15740,82
25570,15741,121
25570,15742,61
25570,9099,101
25570,9100,121
25571,15745,127
25572,15745,65
25573,15744,65
25574,15747,48
25575,15746,48
25576,15749,19
25577,15748,19
25578,15796,28
25578,17029,81
25578,224,216
25578,17031,179
25578,17030,81
25578,571,216
25578,15750,71
25579,17029,91
25579,224,225
25579,17031,200
25579,17030,91
25579,571,225
25579,15750,92
25580,5723,42
25580,5724,142
25580,5725,95
25580,5749,21
25580,15743,21
25581,15797,128
25581,5749,125
25581,5723,123
25581,5724,270
25581,15742,40
25581,15743,125
25581,5725,223
25585,11476,213
25585,13794,297
25585,11478,24
25585,11479,21
25585,7624,12
25585,7625,21
25585,11553,95
25585,741,821
25585,10970,288
25585,10971,288
25585,239,198
25585,14313,1064
25585,750,341
25585,14315,288
25585,14316,288
25585,14317,184
25585,13795,12
25585,586,198
25585,9154,12
25585,11438,21
25585,11439,95
25585,81,821
25585,5533,126
25585,90,341
25585,11440,189
25586,7017,81
25586,239,461
25586,379,211
25586,9155,422
25586,13796,36
25586,9133,490
25586,586,461
25586,11480,36
25586,11481,18
25586,11437,18
25586,425,211
25586,7626,422
25586,7627,18
25587,6386,51
25588,11420,1060
25588,8098,51
25588,8099,1013
25588,6514,107
25588,7621,107
25588,7239,1060
25588,11310,1056
25588,7562,42
25588,25690,84
25588,297,1028
25588,11307,1013
25588,11308,1004
25588,11309,1053
25588,6389,1060
25588,11311,1055
25588,25587,84
25588,8059,1056
25588,25213,51
25588,7240,987
25588,7238,1236
25588,513,197
25588,293,197
25588,294,197
25588,6386,51
25588,517,1016
25588,518,797
25588,298,797
25588,25589,84
25588,2314,74
25588,2315,107
25588,2318,1060
25588,2319,1056
25588,7242,1004
25588,7241,1004
25588,8060,1053
25588,6390,1056
25588,514,197
25588,13814,1053
25588,25212,214
25590,12818,171
25590,12819,171
25590,11200,143
25590,270,313
25590,12854,187
25590,553,313
25590,12765,171
25590,12766,171
25591,12818,171
25591,12819,171
25591,11200,143
25591,270,313
25591,12854,187
25591,553,313
25591,12765,171
25591,12766,171
25448,16300,27
23260,25516,49
23260,25517,98
23260,526,241
23260,4139,176
23260,11594,100
23260,11595,156
23260,527,241
23260,528,297
23260,16681,156
23260,308,297
23260,16633,62
23260,4021,137
23260,6117,176
23260,6118,137
23260,6119,140
23260,588,223
23260,11428,555
23260,25329,150
23260,25330,150
23260,25331,150
23260,4180,46
23260,18991,137
23260,18992,555
23260,26040,93
23260,26041,37
23260,7078,52
23260,7079,52
23260,4531,140
23260,16694,62
23260,6150,555
23260,21715,36
23260,4065,176
23260,4066,137
23260,6338,260
23260,11803,31
23260,11804,93
23260,11805,164
23260,11806,549
23260,21257,49
23260,19001,140
23260,241,223
23260,242,223
23260,7126,196
23260,472,241
23260,6370,549
23260,8108,176
23260,8109,140
23260,8110,50
23260,11705,78
23260,11706,156
23260,15146,196
23260,15147,98
23260,4122,535
23260,6168,11
23260,6169,100
23260,9064,31
23260,9065,31
23260,9066,289
23260,9067,555
23260,25875,100
23260,25876,156
23260,11970,93
23260,11971,37
23260,11495,164
23260,11496,37
23260,21252,31
23260,21253,31
23260,8160,401
23260,21254,23
23260,21255,23
23260,21256,49
23260,306,241
23260,307,241
23260,529,697
23260,309,697
23260,4022,176
23260,4023,535
23260,6210,11
23260,6211,100
23260,365,241
23260,26175,196
23260,26176,100
23260,26177,61
23260,26178,98
23260,4140,140
23260,9119,196
23260,9120,206
23260,9121,260
23260,9122,549
23260,6339,289
23260,15661,196
23260,15662,49
23260,11548,555
23260,22981,78
23260,22982,149
23260,21716,36
23260,4020,140
23260,959,217
23260,960,217
23260,589,223
23260,859,241
23260,860,241
23260,13806,164
23260,13807,31
23260,25514,196
23260,25515,100
25595,19315,136
25596,19337,72
25597,19316,30
25597,19337,101
25449,16297,27
25449,16381,27
25600,20799,61
25600,12186,61
25601,12187,61
25602,20798,38
25602,12184,38
25603,12185,38
25604,20797,59
25604,12182,133
25604,12183,110
25605,12182,123
25605,12183,103
25606,19310,127
25606,6885,235
25606,6936,245
25606,20796,257
25607,19310,130
25607,6885,238
25607,6936,248
25607,20796,260
25608,6885,10
25608,20796,230
25608,6936,19
25608,19310,100
25609,12180,95
25609,12181,115
25609,5017,67
25609,5018,45
25609,20000,45
25609,11661,177
25609,11662,117
25609,11663,45
25609,11664,67
25609,19998,177
25609,20001,67
25609,6883,17
25609,6884,18
25609,19999,117
25609,20793,64
25609,20794,64
25609,12178,189
25609,12179,117
25610,12180,45
25610,12181,50
25610,5017,115
25610,5018,103
25610,5019,138
25610,5020,129
25610,20793,206
25610,11661,136
25610,11662,132
25610,11663,103
25610,11664,115
25610,6884,156
25610,20794,206
25610,6883,63
25610,19998,136
25610,19999,132
25610,20000,103
25610,20001,115
25610,12178,136
25610,12179,132
25611,12180,112
25611,19998,60
25611,5017,70
25611,5018,96
25611,5019,108
25611,5020,124
25611,12181,223
25611,20000,96
25611,12179,140
25611,11661,60
25611,11662,120
25611,11663,96
25611,11664,70
25611,6883,134
25611,6884,134
25611,20001,70
25611,20793,132
25611,20794,132
25611,12178,60
25611,19999,120
25612,12180,99
25612,12181,134
25612,5017,123
25612,5018,144
25612,5019,51
25612,5020,71
25612,20000,144
25612,11661,102
25612,11662,60
25612,11663,144
25612,11664,123
25612,19998,102
25612,20001,123
25612,6883,194
25612,6884,194
25612,19999,60
25612,20793,136
25612,20794,136
25612,12178,102
25612,12179,60
25613,19996,81
25613,19997,162
25613,11659,81
25613,12176,81
25613,11660,162
25614,19996,162
25614,19997,81
25614,11659,162
25614,11660,81
25614,12177,81
25615,1973,274
25615,1941,212
25615,11657,137
25615,1942,144
25615,19995,274
25615,16230,274
25615,16162,212
25615,16163,144
25615,19994,137
25615,16198,144
25615,16197,212
25615,16193,274
25615,12174,137
25615,11658,274
25616,1941,75
25616,1942,63
25616,1973,137
25616,16162,75
25616,16163,63
25616,19994,126
25616,19995,137
25616,16197,75
25616,16198,63
25616,16193,137
25616,12175,137
25616,11658,137
25616,16230,137
25616,11657,126
25617,24760,72
25617,24761,132
25617,24762,334
25617,1937,18
25617,1938,52
25617,1939,148
25617,1940,132
25617,16196,148
25617,16194,18
25617,16195,18
25617,12171,42
25617,12172,72
25617,24773,55
25617,24658,335
25617,24659,334
25617,24660,55
25617,24661,72
25617,20039,36
25617,11066,221
25617,413,203
25617,6875,77
25617,6876,66
25617,6877,371
25617,24799,72
25617,24800,132
25617,6878,343
25617,15092,42
25617,15093,42
25617,4330,221
25617,4331,86
25617,4332,18
25617,4333,139
25617,24610,55
25617,24611,72
25617,17865,55
25617,11655,60
25617,11656,60
25617,11031,60
25617,11032,36
25617,11033,139
25617,24712,132
25617,24723,335
25617,24724,55
25617,24638,132
25617,15003,42
25617,15004,42
25617,15100,42
25617,16159,18
25617,16160,18
25617,16161,148
25617,17864,335
25617,827,203
25617,4296,86
25617,4297,86
25617,4298,139
25618,4332,42
25618,15092,21
25618,24760,11
25618,24610,101
25618,24611,11
25618,1937,49
25618,1938,9
25618,11655,18
25618,11656,18
25618,24712,192
25618,11031,18
25618,11032,60
25618,827,212
25618,4333,199
25618,15004,21
25618,16194,49
25618,16195,49
25618,12171,39
25618,12172,11
25618,24773,101
25618,15093,21
25618,24724,101
25618,24661,11
25618,15003,21
25618,20039,60
25618,15100,21
25618,16159,49
25618,413,212
25618,16160,49
25618,6875,108
25618,6876,108
25618,24799,11
25618,24660,101
25618,17865,101
25618,24761,192
25618,6878,403
25618,4296,107
25618,4297,107
25618,4330,281
25618,4331,107
25619,24758,136
25619,24663,136
25619,24774,272
25619,15101,272
25619,24613,136
25619,11028,136
25619,11029,272
25619,6873,135
25619,6874,134
25619,24797,136
25619,19991,136
25619,19992,272
25619,15001,272
25619,17866,272
25619,15089,136
25619,15090,272
25619,24662,272
25619,24725,272
25619,15000,136
25125,25044,40
14955,3170,98
14955,3141,98
25622,24795,54
25622,24665,108
25622,24666,54
25622,24727,108
25622,11025,54
25622,24616,54
25622,15103,108
25622,14998,108
25622,19988,54
25622,19989,108
25622,15086,54
25622,15087,108
25622,11026,108
25622,17868,108
25622,14997,54
25622,24776,108
25622,24756,54
25623,24727,54
25623,24665,54
25623,24666,108
25623,15103,54
25623,24615,54
25623,11026,54
25623,24776,54
25623,19988,108
25623,19989,54
25623,11025,108
25623,15086,108
25623,15087,54
25623,17868,54
25623,14997,108
25623,14998,54
25623,24756,108
25625,11023,82
25625,11024,41
25625,24617,41
25625,24618,105
25625,24619,71
25625,2908,255
25625,12234,237
25625,15084,82
25625,24794,142
25625,14995,82
25625,14996,41
25625,24777,41
25625,24778,105
25625,2906,238
25625,2907,285
25625,24728,41
25625,24729,169
25625,2905,238
25625,24667,41
25625,24668,105
25625,24669,71
25625,15104,41
25625,6869,147
25625,6870,145
25625,19986,82
25625,19987,41
25625,2885,285
25625,15085,41
25625,2884,238
25625,26547,238
25625,25380,169
25625,26548,255
25625,17869,41
25625,17870,105
25625,24755,82
25625,20974,71
25625,20975,105
25626,20976,71
25626,2858,125
25626,11021,63
25626,11022,18
25626,6870,119
25626,14992,159
25626,12234,51
25626,22814,9
25626,22815,51
25626,22816,159
25626,22817,167
25626,14991,167
25626,14994,9
25626,14993,50
25626,21000,45
25626,15080,167
25626,3015,167
25626,2905,135
25626,2906,135
25626,2907,31
25626,2908,63
25626,22835,125
25626,15105,9
25626,15106,159
25626,6869,117
25626,19984,63
25626,19985,18
25626,15081,159
25626,2810,31
25626,2811,63
25626,15082,50
25626,15083,9
25626,2884,135
25626,26547,135
25626,2885,31
25626,26548,63
25627,20976,87
25627,2858,99
25627,11021,57
25627,11022,50
25627,6870,71
25627,14992,199
25627,12234,35
25627,22814,55
25627,22815,35
25627,22816,199
25627,22817,207
25627,14991,207
25627,14994,55
25627,14993,114
25627,21000,64
25627,15080,207
25627,3015,207
25627,2905,111
25627,2906,111
25627,2907,71
25627,2908,57
25627,22835,99
25627,15105,55
25627,15106,199
25627,6869,68
25627,19984,57
25627,19985,50
25627,15081,199
25627,2810,71
25627,2811,57
25627,15082,114
25627,15083,55
25627,2884,111
25627,26547,111
25627,2885,71
25627,26548,57
10622,10111,78
10622,10112,98
10622,10023,78
10622,10024,98
10622,9967,78
10622,9968,98
25629,11020,74
25629,11019,37
25629,19983,74
25629,2910,74
25629,2911,37
25629,23682,109
25629,23683,98
25629,19982,37
25629,2240,109
25629,2887,74
25629,2298,109
25629,2814,37
25629,12233,37
25629,2206,109
25629,26499,98
25629,26525,98
25629,12327,98
25629,26549,37
25629,12300,98
25629,3017,109
25629,2274,109
25630,11019,74
25630,11020,37
25630,2910,37
25630,2911,74
25630,23682,76
25630,23683,71
25630,19982,74
25630,2240,76
25630,12233,74
25630,2298,76
25630,12300,71
25630,2813,37
25630,2274,76
25630,2206,76
25630,26499,71
25630,26525,71
25630,12327,71
25630,26549,74
25630,2887,37
25630,3017,76
25630,19983,37
25631,11017,48
25631,11018,96
25631,19981,96
25631,2816,48
25631,2912,96
25631,2913,48
25631,19980,48
25631,3028,185
25631,2888,96
25631,12232,48
25631,26550,48
25632,11017,96
25632,11018,48
25632,2815,48
25632,2912,48
25632,19981,48
25632,19980,96
25632,3028,137
25632,2913,96
25632,2888,48
25632,12232,96
25632,26550,96
25633,2914,82
25633,11016,164
25633,2817,82
25633,2889,82
25633,11014,58
25455,16291,67
25455,16378,67
25635,11012,71
25636,11013,71
25637,11010,86
25637,22833,86
25638,11011,86
25638,22833,172
25639,22831,63
25639,22832,35
25639,11008,23
14773,1788,197
14773,1901,298
14773,1826,298
14773,1891,50
14773,1828,139
14773,41,201
14773,26452,96
14773,1902,205
14773,1903,139
14773,13599,58
14773,13600,14
14773,1787,96
14773,11317,196
14773,1827,205
14773,19254,120
14773,19255,65
14773,3956,197
14773,1862,96
14773,11265,139
14773,11316,96
14773,762,201
14773,4878,58
14773,4879,14
14773,1863,197
14773,26493,139
14773,1816,50
25641,22832,159
25641,11006,21
25642,22832,138
25642,11007,21
25643,11004,21
25644,11005,21
25645,11002,30
25646,11003,30
25648,10998,28
25649,10999,28
25650,2893,252
25650,2963,81
25650,2948,81
25650,10996,126
25650,26560,81
25650,2921,252
25651,2893,126
25651,2963,139
25651,2948,139
25651,10997,39
25651,26560,139
25651,2921,126
25652,2922,78
25652,2923,39
25652,2894,78
25652,26553,39
25652,2962,39
25652,10994,39
25653,2922,39
25653,2923,78
25653,2894,39
25653,26553,78
25653,2962,78
25653,10995,39
25654,10992,20
25655,10993,20
25656,10990,48
25657,10991,48
25459,16288,66
25459,16289,70
25459,16376,66
25459,16058,33
25459,16016,111
25459,16001,33
25459,15952,111
25661,2900,152
25661,26557,76
25661,2933,152
25661,10981,76
25661,2934,76
25661,2956,76
25662,2900,32
25662,26557,45
25662,2933,32
25662,2934,45
25662,10981,45
25662,10982,32
25662,2956,45
25663,2955,76
25663,2901,152
25663,26558,76
25663,10979,76
25663,2935,152
25663,2936,76
25664,2955,76
25664,2901,152
25664,26558,76
25664,10979,76
25664,2935,152
25664,2936,76
25666,2914,32
25666,11014,64
25666,2817,32
25666,2889,32
25666,11016,58
25667,24726,107
25667,24664,107
25667,15005,107
25667,15102,107
25667,24614,107
25667,11027,214
25667,6871,51
25667,6872,51
25667,24710,214
25667,19990,214
25667,11067,107
25667,15088,214
25667,17867,107
25667,20040,107
25667,24775,107
25667,15094,107
25667,14999,214
25667,24757,214
25669,4332,151
25669,4333,9
25669,24760,219
25669,24761,16
25669,24762,189
25669,1939,18
25669,1940,16
25669,24660,203
25669,11032,148
25669,11033,9
25669,24712,16
25669,16196,18
25669,24773,203
25669,16161,18
25669,24658,190
25669,24723,190
25669,24724,203
25669,24638,16
25669,20039,148
25669,11066,76
25669,11655,208
25669,11656,208
25669,24659,189
25669,6875,225
25669,6876,214
25669,6877,226
25669,6878,198
25669,17864,190
25669,17865,203
25669,4331,234
25669,24661,219
25669,4298,9
25669,4330,76
25669,24800,16
10629,10167,190
10629,10735,190
10629,10166,95
10629,10215,95
10629,21598,95
10629,10736,95
25671,12818,171
25671,12819,171
25671,11200,143
25671,270,313
25671,12854,187
25671,553,313
25671,12765,171
25671,12766,171
25672,12818,171
25672,12819,171
25672,11200,143
25672,270,313
25672,12854,187
25672,553,313
25672,12765,171
25672,12766,171
25674,11198,118
25674,20955,59
25674,11197,59
25675,11198,59
25675,20954,59
25675,11197,118
25676,11195,107
25676,19320,141
25676,11193,141
25676,20958,221
25676,11194,221
25676,19317,54
25676,19318,40
25676,20956,80
25676,20957,107
25676,11196,80
25676,20959,141
25677,11193,248
25677,19317,108
25677,19318,76
25677,20956,107
25677,11195,152
25677,11196,107
25677,20957,152
25678,11196,221
25678,20959,80
25678,11194,160
25678,11193,80
25678,20956,221
25678,11195,328
25678,20958,160
25678,19320,80
25679,19319,80
25679,20958,80
25679,11194,80
25679,11193,160
25679,20956,141
25679,11195,248
25679,11196,141
25679,20959,160
25680,20960,56
25680,20961,28
25680,11244,107
25680,12190,28
25680,12191,41
25680,19322,28
25681,20960,28
25681,20961,56
25681,11244,131
25681,12190,56
25681,12191,70
25681,19321,28
25682,16205,37
25682,19324,23
25682,5026,73
25682,5027,37
25682,19323,73
25682,1947,73
25682,1948,37
25682,20962,46
25682,20963,23
25682,16167,73
25682,16168,37
25682,16204,73
25683,1947,51
25683,1948,42
25683,20962,23
25683,16205,42
25683,20963,84
25683,16167,51
25683,16168,42
25683,5026,51
25683,5027,42
25683,19323,51
25683,16204,51
25684,1950,80
25684,16206,82
25684,16207,80
25684,19326,80
25684,16169,82
25684,16170,80
25684,1949,82
25684,5028,41
25684,5029,80
25685,16206,80
25685,1949,80
25685,1950,130
25685,5029,160
25685,16169,80
25685,16170,130
25685,19325,80
25685,5028,65
25685,16207,130
25686,16174,134
25686,16208,110
25686,16209,55
25686,19328,55
25686,19329,128
25686,1954,134
25686,19336,134
25686,1951,110
25686,1952,55
25686,16211,134
25686,16171,110
25686,16172,55
25686,12934,128
25687,16174,189
25687,16208,55
25687,1951,55
25687,12934,183
25687,16211,189
25687,1954,189
25687,19327,55
25687,16209,110
25687,16171,55
25687,16172,110
25687,1952,110
25688,16174,76
25688,16208,128
25688,19327,128
25688,12934,152
25688,16211,76
25688,19336,76
25688,1951,128
25688,1952,183
25688,1954,76
25688,16209,183
25688,16171,128
25688,16172,183
25689,16174,76
25689,16208,128
25689,19327,128
25689,12934,152
25689,16211,76
25689,19336,76
25689,1951,128
25689,1952,183
25689,1954,76
25689,16209,183
25689,16171,128
25689,16172,183
25690,2315,107
25690,6386,51
25690,8098,51
25690,25587,148
25690,25589,102
25690,2314,74
25691,11458,69
25692,25375,68
25692,12885,54
25692,20458,68
25465,15957,22
25465,16021,22
25695,23,270
25695,662,277
25695,11781,466
25695,5456,582
25695,5457,82
25695,23395,45
25695,8047,123
25695,8048,106
25695,8049,480
25695,8050,466
25695,810,270
25695,23394,82
25695,633,277
25695,634,270
25695,23396,473
25695,19393,21
25695,186,277
25695,187,277
25695,188,270
25695,189,277
25695,11779,68
25695,5471,68
25695,11780,480
25695,5472,460
25695,601,277
10635,21362,184
10635,10219,284
10635,10386,325
10635,10173,284
10635,21361,142
10635,18734,184
10635,18735,284
10635,10180,84
10635,20255,183
10635,20256,184
10635,10401,325
10635,18733,183
10635,21481,142
10635,20257,284
25696,11450,44
25696,11451,44
25696,509,201
25696,289,201
25696,8901,75
25696,8902,33
25697,11450,44
25697,11451,44
25697,509,201
25697,289,201
25697,8901,75
25697,8902,33
5180,19355,283
5180,6201,92
5180,1978,153
5180,5609,86
5180,5610,50
5180,16489,86
5180,16490,185
5180,11146,684
5180,11147,86
5180,11148,50
5180,11149,139
5180,11150,124
5180,11155,185
5180,7008,126
5180,7009,112
5180,16486,153
5180,20292,86
5180,20293,50
5180,20294,180
5180,20295,153
5180,16488,50
5180,20301,185
5180,2132,153
5180,2133,180
5180,2134,185
5180,5519,33
5180,5520,112
5180,1979,180
5180,2036,185
5180,541,440
5180,2034,153
5180,2035,180
5180,5369,203
5180,5370,195
5180,6937,23
5180,1980,185
5180,2177,153
5180,2178,185
5180,2084,153
5180,2085,180
5180,2086,185
5180,258,440
5180,6157,92
5180,6158,195
10638,10399,36
10638,10177,36
10638,10389,72
10638,10390,36
5182,19355,100
5182,6201,54
5182,1978,11
5182,1979,18
5182,16488,114
5182,5611,18
5182,5612,11
5182,6202,579
5182,11146,802
5182,11147,204
5182,11148,114
5182,11149,18
5182,11150,11
5182,11151,579
5182,25865,656
5182,11155,303
5182,7008,42
5182,7009,45
5182,16486,11
5182,20292,204
5182,20293,114
5182,16487,18
5182,20295,11
5182,20296,579
5182,2128,579
5182,519,374
5182,1980,303
5182,300,374
5182,2132,11
5182,2133,18
5182,2134,303
5182,5519,102
5182,5520,45
5182,5521,591
5182,5050,656
5182,16544,656
5182,2036,303
5182,541,558
5182,20326,100
5182,19353,609
5182,20294,18
5182,2035,18
5182,5369,45
5182,5370,45
5182,5371,579
5182,6938,45
5182,19354,121
5182,2174,579
5182,2177,11
5182,2178,303
5182,7077,655
5182,520,374
5182,2030,579
5182,12028,656
5182,5582,655
5182,19397,591
5182,2080,579
5182,12643,656
5182,2084,11
5182,2085,18
5182,2086,303
5182,258,558
5182,11584,656
5182,2034,11
5182,6157,54
5182,6158,45
5182,6159,579
5182,299,374
15809,3174,45
15809,3627,70
15809,10803,70
15809,7915,70
15809,10871,35
15809,10804,35
15809,3232,45
15809,10870,70
15809,14587,35
15809,3294,45
5183,19355,233
5183,6201,94
5183,1978,103
5183,5609,90
5183,16488,144
5183,16489,90
5183,5612,103
5183,11146,688
5183,11147,90
5183,11148,106
5183,11149,130
5183,11150,103
5183,11155,189
5183,7008,128
5183,7009,114
5183,16486,103
5183,5610,144
5183,20292,90
5183,20293,144
5183,20294,130
5183,20295,103
5183,1980,189
5183,20301,189
5183,2132,103
5183,2133,130
5183,2134,189
5183,5519,53
5183,5520,114
5183,1979,130
5183,16490,189
5183,2036,189
5183,541,444
5183,2034,103
5183,2035,130
5183,5369,153
5183,5370,145
5183,6937,72
5183,16487,130
5183,2177,103
5183,2178,189
5183,2084,103
5183,2085,130
5183,2086,189
5183,258,444
5183,6157,94
5183,6158,145
25472,22534,65
5184,19355,323
5184,6201,184
5184,1978,193
5184,1979,220
5184,5610,90
5184,16489,168
5184,16490,99
5184,5369,243
5184,11146,598
5184,11147,168
5184,11148,90
5184,11149,220
5184,11150,193
5184,11155,99
5184,7008,218
5184,7009,204
5184,16486,193
5184,20292,168
5184,20293,90
5184,20294,220
5184,20295,193
5184,1980,99
5184,20301,99
5184,2132,193
5184,2133,220
5184,2134,99
5184,5519,136
5184,5520,204
5184,16488,90
5184,5635,99
5184,2034,193
5184,2035,220
5184,2036,99
5184,5370,235
5184,6937,84
5184,2177,193
5184,2178,99
5184,5609,168
5184,541,354
5184,2084,193
5184,2085,220
5184,2086,99
5184,258,354
5184,6157,184
5184,6158,235
10641,10568,113
10641,14289,104
10641,14290,40
10641,10391,45
10641,10392,27
10641,18737,55
10641,18738,37
10641,10961,104
10641,10962,40
10641,10398,27
10641,739,229
10641,20260,37
10641,20261,55
10641,10222,22
10641,7538,66
10641,7539,49
10641,79,229
10641,10178,22
10641,10179,40
10641,10564,485
10641,10565,137
10641,10566,113
5185,2035,319
5185,19355,422
5185,6201,283
5185,1978,292
5185,5609,99
5185,16488,189
5185,16489,99
5185,16490,198
5185,2178,198
5185,11146,499
5185,11147,99
5185,11148,189
5185,11149,319
5185,11150,292
5185,11155,198
5185,2177,292
5185,7008,317
5185,7009,303
5185,20292,99
5185,20293,189
5185,1979,319
5185,20295,292
5185,1980,198
5185,20301,198
5185,2132,292
5185,2133,319
5185,2134,198
5185,5519,242
5185,5520,303
5185,2084,292
5185,2085,319
5185,2086,198
5185,258,255
5185,2036,198
5185,541,255
5185,6157,283
5185,6158,334
5185,2034,292
12190,20960,28
12190,11244,131
25474,22532,17
25474,22509,17
13955,9857,50
13955,15828,100
13955,9784,72
13955,9785,50
13955,9856,72
13955,9901,72
13955,9679,100
13955,9680,12
10549,10964,55
10549,9713,62
10549,10963,32
10549,14291,32
10549,14292,55
25475,22533,17
25475,12259,17
25477,22531,55
25477,13736,38
25477,13761,45
25477,12260,55
14956,3170,98
14956,3141,98
25478,22507,102
25478,13760,102
25478,13737,204
25478,22528,102
5190,20421,68
25479,12261,102
25479,13760,204
25479,13737,102
25479,22529,102
5191,20420,57
22906,12556,91
22906,10773,91
25480,13759,99
25480,22506,99
25480,12262,120
25480,22526,99
25480,22527,120
25480,13738,198
25480,13739,214
12611,869,197
12611,870,197
12611,16463,46
12611,9348,37
5193,20423,102
5193,16551,126
5193,813,208
5193,11578,453
5193,16552,151
5193,11577,433
5193,12636,151
5193,12637,126
5193,26,208
5193,20422,96
5193,232,208
5193,25858,433
5193,25859,453
5193,579,208
25482,13759,115
25482,22506,115
25482,12262,97
25482,22526,115
25482,22527,97
25482,13738,214
25482,13739,194
25131,412,355
25131,25102,36
25131,826,355
