from,to,time
338,16918,270
338,16919,270
338,16000,270
338,19523,216
339,9116,208
339,19704,208
339,11486,208
339,19760,208
339,15696,208
339,7001,208
339,5307,208
339,13800,208
340,15722,284
340,5357,284
341,9090,212
342,3040,193
342,3041,193
342,12455,193
342,12456,193
18662,26192,59
18662,25530,59
18662,14215,59
26128,16023,31
26128,12254,31
26128,22541,31
26128,15959,31
347,7074,244
347,19350,285
347,5579,285
349,8064,247
349,8065,264
349,18980,264
349,19014,247
349,19015,264
349,6128,247
349,6129,264
349,25216,247
349,25217,264
350,16639,217
350,7567,203
350,7568,189
350,16699,217
350,11502,217
350,11503,213
350,16640,213
350,21723,213
350,21722,217
18668,16441,91
18668,16304,62
18668,16305,91
18668,16385,62
351,11506,214
351,11507,228
354,17841,216
354,1492,220
355,821,59
355,7025,229
355,407,95
355,7026,210
356,24942,213
356,8401,213
357,10968,208
357,10969,191
358,464,64
358,16582,275
358,16583,245
358,16584,203
358,357,62
358,10968,208
358,10969,191
358,5744,225
358,5745,225
359,11823,274
359,8378,191
359,464,74
359,465,59
359,5078,203
359,16583,245
359,8379,208
359,16584,203
359,357,86
359,358,73
359,16582,275
359,8303,208
359,822,277
359,5744,225
359,408,223
359,11822,249
359,5068,190
359,10968,208
359,10969,191
359,8302,191
359,5745,225
360,7106,229
360,7052,199
360,17174,229
360,7107,195
360,17173,237
360,23010,229
360,23011,237
360,15641,195
362,25861,214
362,16549,214
362,16550,232
362,11579,232
362,12638,232
362,12639,214
362,11580,214
362,25860,232
363,11589,257
363,25942,206
363,6163,257
363,11700,257
363,11653,206
363,11766,206
363,25870,257
363,6199,206
363,6205,257
364,20672,193
364,3412,219
364,3413,201
364,3414,208
364,3415,204
364,20736,201
364,3359,219
364,3360,201
364,3361,208
364,3362,204
364,20735,204
364,20671,229
364,3466,219
364,3467,201
364,3468,208
364,3469,204
366,414,180
366,5507,205
366,5508,251
366,828,180
368,6222,277
368,17753,277
368,26185,277
368,25524,277
368,11610,277
368,14190,253
368,17808,277
368,17810,253
368,6185,253
368,24909,216
368,24910,222
368,24911,214
368,25891,277
368,25893,253
368,6183,277
368,14208,277
368,26157,253
368,11612,253
368,25496,253
368,15135,253
368,17206,195
368,17207,197
368,17209,253
368,24908,211
371,9380,270
371,9381,200
371,13788,208
371,26265,208
371,9262,200
371,9263,270
371,20099,208
372,4967,234
372,831,150
372,832,150
372,6041,187
372,6040,195
372,16444,234
372,18648,185
372,18647,195
372,4968,221
372,5990,185
372,5991,185
372,16301,189
372,16383,189
374,13043,199
374,4893,199
374,4894,227
374,12855,204
374,13763,227
374,13734,199
374,5858,268
374,13044,204
376,23049,278
376,11591,278
376,377,93
376,6165,278
376,15701,213
376,25872,278
376,15700,278
376,6207,278
376,423,119
376,11702,278
376,8157,214
376,16691,278
376,22978,214
376,16630,278
378,7698,211
378,7699,223
378,7700,259
378,7701,211
379,7017,217
379,11480,211
379,239,250
379,11437,192
379,11481,192
379,9155,211
379,13796,211
379,7626,211
379,7627,192
379,9133,279
379,586,250
380,23531,285
380,23532,223
380,23533,204
380,23407,228
380,23408,285
380,8203,228
380,11120,228
380,20934,270
380,20935,289
380,23579,285
380,23530,273
380,25715,286
380,25716,289
380,23578,204
381,8192,196
381,8193,187
381,23588,254
381,23587,199
381,8536,224
381,11239,185
381,23513,224
381,23514,254
381,23515,184
381,23516,199
381,11215,201
381,20781,284
381,8566,199
381,8567,254
381,8537,196
382,16189,252
382,16190,252
382,16226,252
382,1969,252
382,1970,252
382,16227,252
383,23009,182
383,17175,182
384,8045,211
384,8046,224
385,25927,203
385,16358,203
385,17405,186
385,17406,186
385,16281,201
385,25907,201
385,16371,201
385,11626,201
385,5945,201
385,11636,203
385,5985,203
385,6842,256
386,12647,229
386,25862,212
386,16547,223
386,16548,212
386,410,104
386,11654,229
386,12026,201
386,5053,229
386,25943,229
386,824,104
386,5092,201
386,11581,212
386,12640,212
388,11990,197
388,11991,241
388,11794,195
388,4120,205
388,11796,209
388,7235,241
388,387,75
388,11795,191
388,4057,241
388,4074,191
388,7233,287
388,7234,264
388,5446,287
388,5447,264
388,5448,216
388,15710,197
388,15711,241
388,5355,195
388,5356,209
388,15721,209
388,11422,195
388,11423,191
388,15720,195
388,13812,241
388,4012,191
388,4013,209
388,433,100
388,7258,195
388,7259,220
388,4073,209
388,11849,241
388,6393,195
388,6394,216
388,13811,209
388,5321,197
388,5322,241
388,5479,205
388,5480,220
388,4075,216
391,20673,302
391,20733,265
391,20734,259
392,11303,196
392,7245,216
392,7246,196
392,518,900
392,298,900
392,11304,216
392,855,180
392,856,180
11853,391,225
11853,437,225
11853,20733,115
395,9082,227
395,9083,254
396,20769,207
396,20770,207
396,2864,212
396,20704,252
396,2803,194
396,11063,194
396,1063,194
396,20703,274
396,1064,259
396,1065,274
396,25391,212
396,11040,212
397,5073,240
397,5077,186
397,8384,240
397,8417,186
16872,7876,35
16872,17410,83
16872,17395,86
16872,7782,35
14837,14646,119
14837,14750,119
14837,14707,119
14837,14859,58
400,6161,259
400,1975,192
400,1976,194
400,5047,201
400,5048,218
400,11152,223
400,11153,223
400,16687,185
400,16541,223
400,16542,198
400,20035,199
400,515,72
400,516,55
400,296,70
400,20298,199
400,2129,192
400,2130,194
400,295,83
400,25868,218
400,6203,250
400,11767,254
400,12029,181
400,11986,198
400,2032,194
400,20036,201
400,5372,250
400,5373,207
400,5374,254
400,5375,236
400,20297,250
400,25867,192
400,2175,192
400,5093,263
400,5094,194
400,20299,189
400,16625,185
400,16626,216
400,12645,223
400,12646,223
400,11233,201
400,11234,201
400,2031,192
400,11059,259
400,11060,254
400,2081,192
400,2082,194
400,11698,199
400,11699,218
400,20037,254
400,11058,199
400,11235,254
400,11586,192
400,11587,218
400,6160,250
401,19355,274
401,5371,205
401,25865,282
401,2030,205
401,5050,282
401,6939,205
401,11151,205
401,2174,205
401,16502,205
401,7077,281
401,5634,281
401,299,196
401,20328,217
401,20296,205
401,22388,282
401,2128,205
401,519,151
401,520,134
401,300,97
401,20327,286
401,12028,282
401,5582,281
401,19397,217
401,6202,205
401,5521,217
401,20372,235
401,2080,205
401,12643,282
401,19353,235
401,258,360
401,5613,217
401,16544,282
401,11584,282
401,541,360
401,20326,274
401,6159,205
401,19354,286
403,23055,229
404,11220,229
404,11221,227
404,20441,227
405,11364,224
405,6529,187
405,11355,224
405,5335,222
405,5336,205
405,5337,187
405,5338,207
405,6553,207
406,7247,288
406,7248,237
406,11301,237
406,11302,288
408,8304,241
408,8305,273
408,464,211
408,465,94
408,16583,251
408,16584,274
408,357,196
408,358,145
408,5744,230
408,5745,230
408,10968,219
408,10969,206
408,8302,206
408,8303,219
409,11696,240
409,11697,214
409,11231,240
409,11232,214
409,11056,240
409,11057,214
409,20033,240
409,20034,214
410,16547,223
410,16548,212
411,23056,196
411,390,95
411,436,139
411,22972,214
413,4332,208
413,24760,207
413,24610,195
413,24611,207
413,1937,194
413,1938,222
413,11655,212
413,11656,212
413,11031,212
413,11032,203
413,20039,203
413,16194,194
413,16195,194
413,12171,210
413,12172,207
413,24773,195
413,24660,195
413,24661,207
413,15003,215
413,15004,215
413,15100,215
413,16159,194
413,4297,207
413,6876,207
413,6875,210
413,16160,194
413,4296,207
413,24799,207
413,24724,195
413,17865,195
413,15092,215
413,15093,215
413,4331,207
414,419,120
414,5505,95
414,373,120
415,5505,111
415,5496,114
415,5497,42
415,5498,120
416,11220,229
416,11221,227
416,20441,227
417,11364,224
417,6529,187
417,11355,224
417,5335,222
417,5336,205
417,5337,187
417,5338,207
417,6553,207
418,4967,234
418,831,150
418,832,150
418,6041,187
418,6040,195
418,16444,234
418,18648,185
418,18647,195
418,4968,221
418,5990,185
418,5991,185
418,16301,189
418,16383,189
420,13043,199
420,4893,199
420,4894,227
420,12855,204
420,13763,227
420,13734,199
420,5858,268
420,13044,204
26497,11406,90
26497,13828,30
26497,22061,90
26497,22062,30
26497,13827,105
26497,4094,30
26497,8104,90
26497,8103,105
26497,22060,105
422,23049,278
422,11591,278
422,377,111
422,6165,278
422,15701,213
422,25872,278
422,15700,278
422,6207,278
422,423,137
422,11702,278
422,8157,214
422,16691,278
422,22978,214
422,16630,278
2205,20725,41
2205,1119,9
2205,1120,32
2205,20683,23
2205,22067,27
2205,4097,1
2205,4098,41
2205,22068,1
424,7698,211
424,7699,223
424,7700,259
424,7701,211
425,7017,217
425,11480,211
425,239,250
425,11437,192
425,11481,192
425,9155,211
425,13796,211
425,7626,211
425,7627,192
425,9133,279
425,586,250
426,23531,285
426,23532,223
426,23533,204
426,23407,228
426,23408,285
426,8203,228
426,11120,228
426,20934,270
426,20935,289
426,23579,285
426,23530,273
426,25715,286
426,25716,289
426,23578,204
427,8192,196
427,8193,187
427,23588,254
427,23587,199
427,8536,224
427,11239,185
427,23513,224
427,23514,254
427,23515,184
427,23516,199
427,11215,201
427,20781,284
427,8566,199
427,8567,254
427,8537,196
428,16189,252
428,16190,252
428,16226,252
428,1969,252
428,1970,252
428,16227,252
429,23009,182
429,17175,182
430,8045,211
430,8046,224
26501,24627,114
26501,23685,115
26501,3023,6
26501,23687,114
2210,23690,54
2210,24789,54
2210,3022,54
2210,12237,54
2210,24630,54
432,12647,229
432,25862,212
432,16547,223
432,16548,212
432,410,91
432,11654,229
432,12026,201
432,5053,229
432,25943,229
432,824,91
432,5092,201
432,11581,212
432,12640,212
434,11990,197
434,11991,241
434,11794,195
434,4120,205
434,11796,209
434,7235,241
434,387,68
434,11795,191
434,4057,241
434,4074,191
434,7233,287
434,7234,264
434,5446,287
434,5447,264
434,5448,216
434,15710,197
434,15711,241
434,5355,195
434,5356,209
434,15721,209
434,11422,195
434,11423,191
434,15720,195
434,13812,241
434,4012,191
434,4013,209
434,433,96
434,7258,195
434,7259,220
434,4073,209
434,11849,241
434,6393,195
434,6394,216
434,13811,209
434,5321,197
434,5322,241
434,5479,205
434,5480,220
434,4075,216
2212,23730,120
2213,23695,32
26504,23694,32
437,20673,302
437,20733,265
437,20734,259
438,11303,196
438,7245,216
438,7246,196
438,518,900
438,298,900
438,11304,216
438,855,180
438,856,180
2215,23699,13
26506,23698,13
441,9082,227
441,9083,254
442,20769,207
442,20770,207
442,2864,212
442,20704,252
442,2803,194
442,11063,194
442,1063,194
442,20703,274
442,1064,259
442,1065,274
442,25391,212
442,11040,212
443,5073,240
443,5077,186
443,8384,240
443,8417,186
26508,16222,25
26508,1965,25
26508,16185,25
2218,2058,35
2218,2470,35
2218,2016,35
2218,2108,35
446,6161,259
446,1975,192
446,1976,194
446,5047,201
446,5048,218
446,11152,223
446,11153,223
446,16687,185
446,16541,223
446,16542,198
446,20035,199
446,515,99
446,516,15
446,296,55
446,20298,199
446,2129,192
446,2130,194
446,295,107
446,25868,218
446,6203,250
446,11767,254
446,12029,181
446,11986,198
446,2032,194
446,20036,201
446,5372,250
446,5373,207
446,5374,254
446,5375,236
446,20297,250
446,25867,192
446,2175,192
446,5093,263
446,5094,194
446,20299,189
446,16625,185
446,16626,216
446,12645,223
446,12646,223
446,11233,201
446,11234,201
446,2031,192
446,11059,259
446,11060,254
446,2081,192
446,2082,194
446,11698,199
446,11699,218
446,20037,254
446,11058,199
446,11235,254
446,11586,192
446,11587,218
446,6160,250
447,19355,274
447,5371,205
447,25865,282
447,2030,205
447,5050,282
447,6939,205
447,11151,205
447,2174,205
447,16502,205
447,7077,281
447,5634,281
447,299,196
447,20328,217
447,20296,205
447,22388,282
447,2128,205
447,519,151
447,520,137
447,300,97
447,20327,286
447,12028,282
447,5582,281
447,19397,217
447,6202,205
447,5521,217
447,20372,235
447,2080,205
447,12643,282
447,19353,235
447,258,360
447,5613,217
447,16544,282
447,11584,282
447,541,360
447,20326,274
447,6159,205
447,19354,286
26510,2012,17
26510,2464,17
26510,2105,17
26510,2055,17
26510,2467,142
449,23055,229
450,3040,193
450,3041,193
450,12455,193
450,12456,193
2221,2469,29
26512,2468,29
26512,2015,29
26512,2107,29
26512,2057,29
2222,2011,35
2222,2104,35
2222,2054,35
2222,2463,35
2223,2472,16
455,7074,244
455,19350,285
455,5579,285
2224,22373,35
457,8064,247
457,8065,264
457,18980,264
457,19014,247
457,19015,264
457,6128,247
457,6129,264
457,25216,247
457,25217,264
458,16639,217
458,7567,203
458,7568,189
458,16699,217
458,11502,217
458,11503,213
458,16640,213
458,21723,213
458,21722,217
2227,2485,14
2227,2484,31
2227,2122,31
2227,2168,31
459,11506,214
459,11507,228
2229,12032,34
2230,12030,22
462,17841,216
462,1492,220
463,821,72
463,7025,229
463,407,106
463,7026,210
26514,879,11
26514,880,11
26514,2479,53
26514,2478,55
26515,2020,18
26515,2112,18
26515,2062,18
26515,2476,18
464,10968,208
464,10969,191
465,464,52
465,16582,275
465,16583,245
465,16584,203
465,357,60
465,10968,208
465,10969,191
465,5744,225
465,5745,225
466,11823,274
466,8378,191
466,464,20
466,465,89
466,5078,203
466,16583,245
466,8379,208
466,16584,203
466,357,68
466,358,81
466,16582,275
466,8303,208
466,822,256
466,5744,225
466,408,218
466,11822,249
466,5068,190
466,10968,208
466,10969,191
466,8302,191
466,5745,225
467,7106,229
467,7052,199
467,17174,229
467,7107,195
467,17173,237
467,23010,229
467,23011,237
467,15641,195
26519,24633,90
26519,24792,90
26519,23684,113
26519,24753,90
26519,24707,90
26519,3018,90
469,25861,214
469,16549,214
469,16550,232
469,11579,232
469,12638,232
469,12639,214
469,11580,214
469,25860,232
470,11589,257
470,25942,206
470,6163,257
470,11700,257
470,11653,206
470,11766,206
470,25870,257
470,6199,206
470,6205,257
471,20672,193
471,3412,219
471,3413,201
471,3414,208
471,3415,204
471,20736,201
471,3359,219
471,3360,201
471,3361,208
471,3362,204
471,20735,204
471,20671,229
471,3466,219
471,3467,201
471,3468,208
471,3469,204
2234,11777,21
2234,5469,21
2234,4352,21
2234,4353,21
2234,113,225
2234,19390,61
2234,6548,69
2234,6534,61
2234,714,225
2234,19389,69
473,414,180
473,5507,205
473,5508,251
473,828,180
2235,8022,53
2235,8023,33
2235,8032,111
26521,8022,54
26521,8023,66
2236,8020,18
26522,8021,18
478,9380,270
478,9381,200
478,13788,208
478,26265,208
478,9262,200
478,9263,270
478,20099,208
479,15722,284
479,5357,284
480,9090,212
481,7410,225
481,7411,243
2240,11019,76
2240,11020,109
2240,2910,109
2240,2911,76
2240,23683,23
2240,2887,109
2240,26549,76
2240,19982,76
2240,12233,76
2240,19983,109
26525,11019,71
26525,11020,98
26525,2910,98
26525,2911,71
26525,23682,23
26525,2887,98
26525,19983,98
26525,12233,71
26525,19982,71
26525,3017,23
2241,24752,109
2241,24626,109
2241,24792,90
2241,24791,109
2241,23731,113
2241,24633,90
2241,24753,90
2241,23686,109
2241,24707,90
2241,24676,109
2241,3018,90
26526,24625,63
26526,24782,63
26526,24731,63
26526,23684,109
26526,23685,86
26526,24675,63
26526,17874,63
2243,12238,114
2243,24790,114
2243,3023,108
2243,24628,114
2243,23688,114
26527,24627,114
26527,23685,115
26527,3023,6
26527,23687,114
487,11752,209
487,26380,209
487,5647,209
487,14226,209
487,24926,196
487,18114,209
487,24927,207
26528,24629,54
26528,23689,54
489,26373,206
489,18106,186
489,18107,206
489,1031,186
489,1032,206
489,26372,186
26529,23691,18
26529,3021,86
26529,24788,63
26529,24631,20
26529,24632,63
26529,12236,63
2246,23730,120
2247,23695,32
26530,23694,32
2248,23697,52
26531,23696,52
26532,23698,13
2250,16221,50
2250,1964,50
2250,16184,50
495,17751,197
495,26184,210
495,25523,210
495,17802,279
495,17803,270
495,17804,197
495,6178,261
495,6179,270
495,6180,210
495,14195,270
495,14196,261
495,14207,210
495,13497,259
495,26162,270
495,26163,261
495,25501,270
495,25502,261
495,17805,240
495,15138,270
495,17750,279
495,6219,261
495,6220,210
496,17751,257
496,26184,270
496,6099,267
496,25523,270
496,6180,270
496,494,96
496,495,129
496,5776,330
496,330,144
496,331,155
496,17802,339
496,17803,330
496,17804,257
496,11605,339
496,6179,330
496,11607,257
496,6053,291
496,6054,321
496,5777,330
496,14195,330
496,14196,321
496,17750,339
496,25887,321
496,25888,257
496,14207,270
496,13497,319
496,26162,330
496,26163,321
496,25501,330
496,25502,321
496,6178,321
496,15138,330
496,17805,300
496,11606,330
496,6220,270
496,6219,321
496,6052,319
26534,16222,25
26534,1965,25
26534,16185,25
2252,2058,35
2252,2470,35
2252,2016,35
2252,2108,35
26536,2012,17
26536,2464,17
26536,2105,17
26536,2055,17
26536,2467,142
500,8352,206
500,8340,218
500,2738,312
500,2739,201
500,2708,230
500,2709,201
500,2711,312
501,24965,222
501,24964,218
501,8345,218
501,25139,212
501,25140,202
501,25138,202
501,8350,222
501,8351,222
501,1740,218
501,15493,200
501,25141,218
501,8910,222
501,8847,202
501,8848,212
501,8849,218
501,1051,202
501,1052,212
501,25164,319
501,1053,222
502,16057,270
502,19524,216
502,25528,270
502,14212,270
502,11631,216
502,11632,216
502,16287,270
502,26190,270
502,25913,270
502,16375,270
502,13533,215
502,13534,215
502,5950,270
502,16869,215
502,16870,215
502,16918,270
502,16919,270
502,16000,270
502,19523,216
26538,2468,29
26538,2015,29
26538,2107,29
26538,2057,29
504,7874,213
504,16912,213
504,16913,193
504,18279,213
504,7780,213
504,18280,193
504,18859,213
505,4472,232
505,4524,232
505,3541,222
505,3542,232
505,4497,232
505,4418,232
26539,2059,16
26539,2471,16
26539,2017,16
26539,2109,16
508,507,300
508,287,300
509,8901,213
509,8902,188
2261,2485,14
2261,2484,31
2261,2122,31
2261,2168,31
2262,2119,49
2262,2481,49
2262,2165,49
2263,12032,34
2264,12030,22
514,8098,208
514,518,800
514,298,800
514,25589,197
514,6514,270
514,7621,270
514,25690,197
514,7562,232
514,2314,268
514,6386,208
514,25587,197
514,25212,197
514,25213,208
514,513,145
514,293,129
515,6161,259
515,1975,192
515,1976,194
515,5047,201
515,5048,218
515,11986,198
515,25867,192
515,11152,223
515,11153,223
515,2175,192
515,5093,263
515,5094,194
515,16541,223
515,16542,198
515,12645,223
515,12646,223
515,20036,201
515,516,100
515,296,59
515,2129,192
515,2130,194
515,11233,201
515,11234,201
515,11058,199
515,11059,259
515,11060,254
515,25868,218
515,6203,250
515,11586,192
515,2081,192
515,2082,194
515,11698,199
515,11699,218
515,20037,254
515,11235,254
515,11767,254
515,12029,181
515,20035,199
515,2031,192
515,2032,194
515,11587,218
515,6160,250
516,6161,259
516,1975,192
516,1976,194
516,5047,201
516,5048,218
516,11986,198
516,25867,192
516,11152,223
516,11153,223
516,2175,192
516,16541,223
516,16542,198
516,12645,223
516,12646,223
516,20036,201
516,20037,254
516,2129,192
516,2130,194
516,11233,201
516,11234,201
516,11058,199
516,11059,259
516,11060,254
516,25868,218
516,6203,250
516,11586,192
516,2081,192
516,2082,194
516,11698,199
516,11699,218
516,11235,254
516,11767,254
516,12029,181
516,20035,199
516,2031,192
516,2032,194
516,11587,218
516,6160,250
26541,2020,18
26541,2112,18
26541,2062,18
26541,2476,18
519,19355,274
519,25865,282
519,2030,205
519,5050,282
519,11151,205
519,2174,205
519,12028,282
519,12643,282
519,16544,282
519,2128,205
519,7077,281
519,5582,281
519,19397,217
519,6202,205
519,5521,217
519,2080,205
519,6159,205
519,258,420
519,11584,282
519,541,420
519,19353,235
519,19354,286
26543,2110,72
26543,2060,72
26543,2473,72
26543,2018,72
26544,23693,120
26545,24633,90
26545,24792,90
26545,23684,113
26545,24753,90
26545,24707,90
26545,3018,90
524,6355,285
524,6356,284
526,25514,243
526,25516,256
526,22982,204
526,4139,246
526,11594,199
526,4122,294
526,6168,252
526,6169,199
526,9064,221
526,9065,221
526,9066,160
526,9067,314
526,25875,199
526,528,262
526,18991,282
526,9119,243
526,18992,314
526,6117,246
526,6118,282
526,11496,240
526,11595,189
526,8160,160
526,11428,314
526,21255,265
526,25330,213
526,527,400
526,307,400
526,308,271
526,4021,282
526,4022,246
526,4023,294
526,8108,246
526,6210,252
526,6211,199
526,13806,246
526,26175,243
526,11495,246
526,26177,270
526,26178,198
526,11803,221
526,6150,314
526,9120,168
526,9121,243
526,9122,308
526,4065,246
526,4066,282
526,6338,243
526,6339,160
526,11804,198
526,11805,246
526,11806,308
526,11548,314
526,25876,189
526,6370,308
526,22981,200
526,21715,235
526,21716,235
526,26176,199
526,25331,213
526,472,130
526,4180,241
526,959,152
526,960,152
526,859,180
526,860,180
526,365,104
526,13807,221
526,21254,265
526,11705,200
526,11706,189
526,25515,199
526,25517,198
526,25329,213
526,15146,243
526,15147,198
527,472,210
527,365,240
528,25514,243
528,25516,316
528,4139,256
528,11594,219
528,4122,354
528,6168,312
528,6169,219
528,9064,281
528,9065,281
528,9066,220
528,9067,374
528,25875,219
528,307,250
528,18991,282
528,9119,243
528,309,400
528,6117,256
528,6118,282
528,11496,300
528,11595,189
528,8160,220
528,11428,374
528,21255,325
528,25330,216
528,527,123
528,4180,297
528,529,400
528,4021,282
528,4022,256
528,4023,354
528,8108,256
528,6210,312
528,6211,219
528,13806,256
528,26175,243
528,11495,256
528,26177,330
528,26178,218
528,11803,281
528,6150,374
528,9120,228
528,9121,243
528,9122,368
528,4065,256
528,4066,282
528,6338,243
528,6339,220
528,11804,218
528,11805,256
528,11806,368
528,11548,374
528,25876,189
528,22981,220
528,22982,237
528,26176,219
528,25331,216
528,18992,374
528,472,284
528,6370,368
528,959,212
528,960,212
528,859,360
528,860,360
528,365,255
528,13807,281
528,21254,325
528,11705,220
528,11706,189
528,25515,219
528,25517,218
528,25329,216
528,15146,243
528,15147,218
2268,11777,21
2268,5469,21
2268,4352,21
2268,4353,21
2268,113,225
2268,19390,61
2268,6548,69
2268,6534,61
2268,714,225
2268,19389,69
530,307,480
530,620,120
530,472,360
530,527,480
530,528,540
530,529,300
530,309,300
530,859,360
530,860,360
530,365,360
530,308,540
530,208,120
2269,8022,53
2269,8023,33
2269,8032,111
2270,8020,18
533,8364,232
533,534,86
533,314,119
533,25542,230
533,8282,281
533,8283,279
533,16589,230
533,7015,195
533,7016,227
2272,11405,77
2272,13829,55
2272,20726,73
2272,20682,63
2272,4095,100
2272,4096,77
2272,22069,55
2272,22070,63
2273,20725,41
2273,1119,9
2273,1120,32
2273,20683,23
2273,22067,27
2273,4097,1
2273,4098,41
2273,22068,1
2274,11019,76
2274,11020,109
2274,2910,109
2274,2911,76
2274,23683,23
2274,2887,109
2274,26549,76
2274,19982,76
2274,12233,76
2274,19983,109
536,25339,255
536,11596,271
536,6170,271
536,6340,271
536,11707,271
536,25341,255
536,25877,271
536,25878,255
536,26174,271
536,21836,255
536,22983,271
536,22984,255
536,4181,271
536,25338,255
536,6212,271
536,25340,255
536,26173,255
536,25342,255
536,25343,255
536,25344,255
536,25512,255
536,25513,271
537,18673,288
537,18655,288
2277,12238,114
2277,24790,114
2277,3023,108
2277,24628,114
2277,23688,114
2278,23690,54
2278,24789,54
2278,3022,54
2278,12237,54
2278,24630,54
2279,3021,99
2279,12236,64
2279,24788,64
2279,24631,32
2279,24632,64
2279,23692,18
541,11146,244
541,11155,255
2281,23695,32
543,26408,221
543,13319,195
543,13320,195
543,17108,287
543,17107,287
543,4818,221
543,4819,204
543,25922,221
543,25923,221
2283,23699,13
2284,16221,50
2284,1964,50
2284,16184,50
2285,16223,25
2285,1966,25
2285,16186,25
2286,12032,34
548,15767,261
548,15768,314
548,8242,314
548,8243,244
548,18831,314
548,18832,261
548,20177,241
548,20178,261
550,5694,231
550,5695,226
550,5492,231
2290,23394,82
2290,633,277
2290,634,270
2290,19393,21
2290,23395,45
2290,186,277
2290,187,277
2290,662,277
2290,189,277
2290,5457,82
2290,810,270
2290,11779,68
2290,23,270
2290,5471,68
2290,8048,106
2290,188,270
2290,601,277
2291,11777,21
2291,5469,21
2291,4352,21
2291,4353,21
2291,113,225
2291,19390,61
2291,6548,69
2291,6534,61
2291,714,225
2291,19389,69
2292,7437,52
2292,113,257
2292,25383,19
2292,7436,39
2292,714,257
2292,7357,41
2292,7358,57
2293,7359,81
2293,107,213
2293,8019,89
2293,8038,54
2293,8039,62
2293,7360,81
2293,708,213
2293,8040,85
555,7444,239
555,7445,199
555,11530,199
555,13014,322
555,5828,322
555,11529,211
555,21217,239
555,21218,199
2295,11406,107
2295,8104,107
2295,22061,107
2296,4117,101
2296,20724,101
2296,22064,113
2296,22065,101
2296,22066,73
2296,20684,73
2296,20685,113
2297,20725,41
2297,1119,9
2297,1120,32
2297,20683,23
2297,22067,27
2297,4097,1
2297,4098,41
2297,22068,1
2298,11019,76
2298,11020,109
2298,2910,109
2298,2911,76
2298,23683,23
2298,2887,109
2298,26549,76
2298,19982,76
2298,12233,76
2298,19983,109
2299,24752,109
2299,24626,109
2299,24792,90
2299,24791,109
2299,23731,113
2299,24633,90
2299,24753,90
2299,23686,109
2299,24707,90
2299,24676,109
2299,3018,90
2300,24782,81
2300,3023,121
2300,24731,81
2300,24791,86
2300,24790,115
2300,23688,115
2300,23686,86
2300,24675,81
2300,24676,86
2300,24625,81
2300,24626,86
2300,12238,115
2300,24628,115
2300,24752,86
2300,17874,81
2301,12238,114
2301,24790,114
2301,3023,108
2301,24628,114
2301,23688,114
2302,23690,54
2302,24789,54
2302,3022,54
2302,12237,54
2302,24630,54
563,5311,224
563,5363,216
564,18243,240
564,14081,244
564,14082,230
564,11473,220
564,11474,240
564,11885,220
564,16594,240
564,16595,220
564,26271,244
564,26272,230
564,5684,240
564,5685,220
564,6413,230
564,6414,244
564,13792,244
564,20105,244
564,20106,230
564,11441,230
564,7980,240
564,25547,240
564,25548,220
564,18242,220
2305,23695,32
2306,23697,52
566,7615,274
2308,16221,50
2308,1964,50
2308,16184,50
2309,16223,25
2309,1966,25
2309,16186,25
2310,12032,34
568,20425,249
568,5485,207
568,5486,232
568,16553,186
568,16554,249
568,5698,232
568,5699,234
568,20424,186
2313,879,11
2313,880,11
2313,2479,53
2313,2478,55
573,11519,212
573,11520,225
19292,24811,28
19292,23397,28
19292,23398,12
19292,23399,125
19292,23400,118
19292,15786,118
19292,15787,125
19292,24640,28
19292,24641,28
19292,24772,28
19292,11209,66
19292,11210,44
19292,20783,44
19292,24714,28
19292,506,222
19292,286,222
19292,20738,62
19292,20739,62
19292,15206,44
19292,15207,66
19292,17855,28
19292,24590,28
19292,24591,28
19292,15156,44
19292,15157,66
574,9708,207
574,9709,207
575,17527,181
575,17526,254
576,17373,271
576,17374,217
576,17524,217
576,17525,271
577,8746,231
577,8747,222
579,12636,225
579,16551,245
579,16552,225
579,20422,267
579,20423,250
579,12637,245
19300,24647,9
19300,24769,9
19300,20787,9
19300,24597,9
19300,24808,9
582,11142,251
582,11143,184
582,20418,234
582,20419,184
585,8762,254
585,15688,198
585,8366,198
585,15689,186
585,7976,186
585,6450,198
585,4573,254
585,16590,198
585,11478,198
585,11479,186
585,4638,241
585,25543,198
585,16591,257
585,16623,198
585,5533,267
585,7624,198
585,7625,186
585,11553,257
585,6409,198
585,6410,257
585,239,77
585,5298,198
585,5108,257
585,9154,198
585,8738,241
585,7977,198
585,586,86
585,11438,186
585,11439,257
585,25544,257
585,13795,198
585,5299,186
585,8419,198
585,25585,198
585,14011,257
585,6323,198
585,6324,186
587,20778,202
587,20021,193
587,20022,202
587,20753,251
587,8573,193
587,11685,202
587,8530,202
587,11684,193
587,11061,218
587,20754,218
589,588,168
589,241,144
19309,6886,24
19309,6935,13
593,11987,234
595,20029,269
595,20030,205
596,20030,205
596,11052,269
596,11053,205
596,19360,264
596,248,229
596,19396,220
596,11692,269
596,11693,205
596,250,168
596,595,225
596,20029,269
596,597,161
596,11236,264
597,20029,269
597,595,133
597,248,133
597,20030,205
597,11692,269
597,11693,205
598,24936,232
598,24937,214
599,1432,205
599,1391,227
599,1289,280
599,1290,205
600,6641,225
600,6642,192
601,633,226
601,662,253
